
instance_CG_N60_K55_nzP0d12_p4_g1_l5.txt
source3_weights_clusterHCCS,98422,315
0

instance_kNN_N100_K50_nzP0d1_p8_g3_l5.txt
Trivial,152788,1
cilk,60312,650
BSPg,40711,69
BSPgHCCS,39166,69
ETF,160834,3425
BL-EST,228731,6108
source3_weights_cluster,48895,100
source3_weights_clusterHCCS,47393,100
0

instance_exp_N75_K60_nzP0d15_p8_g3_l5.txt
Trivial,147409,1
cilk,62854,816
BSPg,38989,77
BSPgHCCS,37681,77
ETF,160842,3340
BL-EST,219993,5650
source3_weights_cluster,50029,120
source3_weights_clusterHCCS,45600,120
0

bicgstab_gyro_m_p8_g3_l5.txt
Trivial,95531,1
cilk,106703,5739
BSPg,124526,10097
BSPgHCCS,101451,5825
ETF,107155,5146
BL-EST,127813,3691
source3_weights_cluster,142879,9465
0

instance_spmv_N300_nzP0d3_p8_g3_l5.txt
Trivial,107700,1
cilk,45573,165
BSPg,23091,3
BSPgHCCS,23003,3
ETF,41715,1198
BL-EST,95842,308
source3_weights_cluster,22778,2
source3_weights_clusterHCCS,22763,2
0

conjugate_gradient_gyro_m_p8_g3_l5.txt
Trivial,86819,1
cilk,116055,3985
BSPg,173543,19897
BSPgHCCS,109881,5973
ETF,127328,3983
BL-EST,128678,4010
source3_weights_cluster,147680,11940
0

instance_kNN_N250_K15_nzP0d1_p8_g3_l5.txt
Trivial,260483,1
cilk,102339,594
BSPg,75309,22
BSPgHCCS,73688,22
ETF,296127,2740
BL-EST,339777,4409
source3_weights_cluster,75622,30
source3_weights_clusterHCCS,74618,30
0

hpcg_p8_g3_l5.txt
Trivial,209434,1
cilk,160551,6400
BSPg,156157,6260
BSPgHCCS,152770,6249
ETF,241478,9418
BL-EST,262914,8014
source3_weights_cluster,171013,7873
0

instance_exp_N100_K40_nzP0d2_p8_g3_l5.txt
Trivial,234114,1
cilk,99592,949
BSPg,62758,62
BSPgHCCS,60901,62
ETF,258476,3159
BL-EST,301572,4583
source3_weights_cluster,69758,80
source3_weights_clusterHCCS,66683,80
0

instance_CG_N60_K55_nzP0d12_p8_g3_l5.txt
Trivial,128259,1
cilk,84241,1617
BSPg,56726,490
BSPgHCCS,53975,326
ETF,117859,1590
BL-EST,152453,3771
source3_weights_cluster,68798,497
source3_weights_clusterHCCS,61879,442
0

instance_kNN_N250_K15_nzP0d1_p16_g3_l5.txt
Trivial,260483,1
cilk,76969,645
BSPg,43831,25
BSPgHCCS,42808,25
ETF,298340,2765
BL-EST,350674,4317
source3_weights_cluster,43644,30
source3_weights_clusterHCCS,42800,30
0

instance_spmv_N300_nzP0d3_p16_g3_l5.txt
Trivial,107700,1
cilk,30345,198
BSPg,12547,3
BSPgHCCS,12426,3
ETF,22053,444
BL-EST,88108,234
source3_weights_cluster,11770,2
source3_weights_clusterHCCS,11717,2
0

instance_kNN_N100_K50_nzP0d1_p16_g3_l5.txt
Trivial,152788,1
cilk,48112,667
BSPg,25406,81
BSPgHCCS,24153,81
ETF,166730,3631
BL-EST,232030,5767
source3_weights_cluster,29635,100
source3_weights_clusterHCCS,28228,100
0

instance_CG_N60_K55_nzP0d12_p16_g3_l5.txt
Trivial,128259,1
cilk,74572,1372
BSPg,49489,494
BSPgHCCS,46016,327
ETF,116011,1663
BL-EST,148259,3569
source3_weights_cluster,53941,496
source3_weights_clusterHCCS,51125,441
0

instance_exp_N75_K60_nzP0d15_p16_g3_l5.txt
Trivial,147409,1
cilk,51406,781
BSPg,25108,93
BSPgHCCS,23641,93
ETF,160259,3381
BL-EST,220583,5468
source3_weights_cluster,30759,120
source3_weights_clusterHCCS,28971,120
0

conjugate_gradient_gyro_m_p16_g3_l5.txt
Trivial,86819,1
cilk,115761,3985
BSPg,186289,19897
BSPgHCCS,125693,6966
ETF,127349,3983
BL-EST,130846,3985
source3_weights_cluster,146507,10945
0

instance_CG_N120_K35_nzP0d11_p16_g3_l5.txt
Trivial,243660,1
cilk,125750,2326
BSPg,68436,314
BSPgHCCS,65284,211
ETF,203269,1800
BL-EST,268129,4438
source3_weights_cluster,78062,317
source3_weights_clusterHCCS,74228,282
0

instance_exp_N100_K40_nzP0d2_p16_g3_l5.txt
Trivial,234114,1
cilk,84246,945
BSPg,39786,76
BSPgHCCS,37988,76
ETF,258329,3187
BL-EST,303964,4680
source3_weights_cluster,43646,80
source3_weights_clusterHCCS,40670,80
0

bicgstab_gyro_m_p16_g3_l5.txt
Trivial,95531,1
cilk,103633,5740
BSPg,124670,10099
BSPgHCCS,100012,6241
ETF,107859,5200
BL-EST,132198,4478
source3_weights_cluster,141848,9468
0

hpcg_p16_g3_l5.txt
Trivial,209434,1
cilk,152297,6399
BSPg,158038,8275
BSPgHCCS,142437,6303
ETF,238047,9273
BL-EST,274989,9224
source3_weights_cluster,166244,8131
0

instance_CG_N120_K35_nzP0d11_p4_g5_l5.txt
Trivial,243660,1
cilk,227279,1998
BSPg,163608,283
BSPgHCCS,160709,179
ETF,287286,1394
BL-EST,356079,4856
source3_weights_cluster,189104,289
source3_weights_clusterHCCS,182552,287
0

instance_exp_N75_K60_nzP0d15_p4_g5_l5.txt
Trivial,147409,1
cilk,108881,671
BSPg,83215,69
BSPgHCCS,81562,69
ETF,210826,3453
BL-EST,262997,5403
source3_weights_cluster,105569,120
source3_weights_clusterHCCS,96925,120
0

instance_exp_N100_K40_nzP0d2_p4_g5_l5.txt
Trivial,234114,1
cilk,171379,667
BSPg,136532,52
BSPgHCCS,133688,52
ETF,337279,3376
BL-EST,370249,5284
