Graph,Machine,Algorithm,TimeToCompute(ms),BspCost,CommCost,Supersteps,WorkCost,avg_wavefront_size,num_edges,num_vertices
msnbc-yitao-e.psdd,p2_g4_l20,GreedyRecomputerMask2,174,4444,292,3,4152,1043.200000,8074,5216
msnbc-yitao-e.psdd,p2_g4_l20,GreedyRecomputerMask4,156,6002,3392,6,2610,1043.200000,8074,5216
msnbc-yitao-e.psdd,p2_g4_l20,GreedyBspHC,91,6002,3392,6,2610,1043.200000,8074,5216
instance_CG_N9_K9_nzP0d35,p2_g4_l20,GreedyRecomputerMask0,29,2800,1580,46,1220,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p2_g4_l20,GreedyRecomputerMask1,35,2782,1548,46,1234,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p2_g4_l20,GreedyRecomputerMask3,58,2310,820,20,1490,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p2_g4_l20,GreedyRecomputerMask7,82,2310,820,20,1490,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p2_g4_l20,GreedyRecomputerMask2,64,2268,692,15,1576,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p2_g4_l20,GreedyRecomputerMask4,45,2688,1468,41,1220,10.271028,2242,1099
instance_CG_N9_K9_nzP0d35,p2_g4_l20,GreedyBspHC,23,2872,1652,46,1220,10.271028,2242,1099
instance_exp_N55_K14_nzP0d15,p2_g4_l20,GreedyRecomputerMask0,156,15026,5804,16,9222,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p2_g4_l20,GreedyRecomputerMask1,250,14378,4916,16,9462,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p2_g4_l20,GreedyRecomputerMask3,353,14267,4572,14,9695,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p2_g4_l20,GreedyRecomputerMask7,497,14267,4572,14,9695,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p2_g4_l20,GreedyRecomputerMask2,293,14365,4716,14,9649,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p2_g4_l20,GreedyRecomputerMask4,277,15026,5804,16,9222,258.214286,17934,7230
instance_exp_N55_K14_nzP0d15,p2_g4_l20,GreedyBspHC,102,15043,5828,16,9215,258.214286,17934,7230
tretail.psdd,p2_g4_l20,GreedyRecomputerMask0,61,2723,1304,7,1419,141.100000,6382,2822
tretail.psdd,p2_g4_l20,GreedyRecomputerMask1,85,2451,940,7,1511,141.100000,6382,2822
tretail.psdd,p2_g4_l20,GreedyRecomputerMask3,125,2228,392,4,1836,141.100000,6382,2822
tretail.psdd,p2_g4_l20,GreedyRecomputerMask7,169,2220,392,4,1828,141.100000,6382,2822
tretail.psdd,p2_g4_l20,GreedyRecomputerMask2,107,2255,420,4,1835,141.100000,6382,2822
tretail.psdd,p2_g4_l20,GreedyRecomputerMask4,127,2711,1288,6,1423,141.100000,6382,2822
tretail.psdd,p2_g4_l20,GreedyBspHC,46,2723,1304,7,1419,141.100000,6382,2822
msc01440,p2_g4_l20,GreedyRecomputerMask0,148,12712,1372,5,11340,24.000000,22415,1440
msc01440,p2_g4_l20,GreedyRecomputerMask1,207,12337,872,5,11465,24.000000,22415,1440
msc01440,p2_g4_l20,GreedyRecomputerMask3,271,12337,872,5,11465,24.000000,22415,1440
msc01440,p2_g4_l20,GreedyRecomputerMask7,384,12337,872,5,11465,24.000000,22415,1440
msc01440,p2_g4_l20,GreedyRecomputerMask2,217,12548,912,4,11636,24.000000,22415,1440
msc01440,p2_g4_l20,GreedyRecomputerMask4,242,12688,1348,5,11340,24.000000,22415,1440
msc01440,p2_g4_l20,GreedyBspHC,102,12752,1412,9,11340,24.000000,22415,1440
instance_exp_N44_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask0,43,3964,1712,7,2252,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask1,76,3529,1088,7,2441,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask3,99,3463,900,5,2563,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask7,132,3463,900,5,2563,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask2,78,3485,920,5,2565,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask4,74,3964,1712,7,2252,193.200000,4170,1932
instance_exp_N44_K5_nzP0d15,p2_g4_l20,GreedyBspHC,31,3968,1716,7,2252,193.200000,4170,1932
bmw7st_1,p2_g4_l20,GreedyRecomputerMask0,8353,1863465,63868,7,1799597,200.208215,3599160,141347
bmw7st_1,p2_g4_l20,GreedyRecomputerMask1,50850,1860767,59560,7,1801207,200.208215,3599160,141347
bmw7st_1,p2_g4_l20,GreedyRecomputerMask3,60531,1860767,59560,7,1801207,200.208215,3599160,141347
bmw7st_1,p2_g4_l20,GreedyRecomputerMask7,76385,1860767,59560,7,1801207,200.208215,3599160,141347
bmw7st_1,p2_g4_l20,GreedyRecomputerMask2,11594,1863465,63868,7,1799597,200.208215,3599160,141347
bmw7st_1,p2_g4_l20,GreedyRecomputerMask4,13657,1863465,63868,7,1799597,200.208215,3599160,141347
bmw7st_1,p2_g4_l20,GreedyBspHC,3330,1863489,63892,8,1799597,200.208215,3599160,141347
ex3,p2_g4_l20,GreedyRecomputerMask0,225,17350,3256,49,14094,3.234458,25432,1821
ex3,p2_g4_l20,GreedyRecomputerMask1,249,17342,3304,49,14038,3.234458,25432,1821
ex3,p2_g4_l20,GreedyRecomputerMask3,318,17168,3120,43,14048,3.234458,25432,1821
ex3,p2_g4_l20,GreedyRecomputerMask7,408,17168,3120,43,14048,3.234458,25432,1821
ex3,p2_g4_l20,GreedyRecomputerMask2,312,17186,3072,43,14114,3.234458,25432,1821
ex3,p2_g4_l20,GreedyRecomputerMask4,330,17285,3176,47,14109,3.234458,25432,1821
ex3,p2_g4_l20,GreedyBspHC,179,17698,3716,60,13982,3.234458,25432,1821
ct20stif,p2_g4_l20,GreedyRecomputerMask0,2698,682869,19800,7,663069,39.345113,1323067,52329
ct20stif,p2_g4_l20,GreedyRecomputerMask1,7196,682216,19076,7,663140,39.345113,1323067,52329
ct20stif,p2_g4_l20,GreedyRecomputerMask3,10641,682196,19056,6,663140,39.345113,1323067,52329
ct20stif,p2_g4_l20,GreedyRecomputerMask7,16142,682196,19056,6,663140,39.345113,1323067,52329
ct20stif,p2_g4_l20,GreedyRecomputerMask2,5507,682849,19780,6,663069,39.345113,1323067,52329
ct20stif,p2_g4_l20,GreedyRecomputerMask4,6861,682869,19800,7,663069,39.345113,1323067,52329
ct20stif,p2_g4_l20,GreedyBspHC,1199,683773,21444,7,662329,39.345113,1323067,52329
thread,p2_g4_l20,GreedyRecomputerMask0,5420,1138929,27736,34,1111193,20.578547,2220156,29736
thread,p2_g4_l20,GreedyRecomputerMask1,7371,1138857,27652,34,1111205,20.578547,2220156,29736
thread,p2_g4_l20,GreedyRecomputerMask3,12448,1138845,27640,33,1111205,20.578547,2220156,29736
thread,p2_g4_l20,GreedyRecomputerMask7,20474,1138845,27640,33,1111205,20.578547,2220156,29736
thread,p2_g4_l20,GreedyRecomputerMask2,12180,1138917,27724,33,1111193,20.578547,2220156,29736
thread,p2_g4_l20,GreedyRecomputerMask4,11616,1138929,27736,34,1111193,20.578547,2220156,29736
thread,p2_g4_l20,GreedyBspHC,1659,1141013,29976,34,1111037,20.578547,2220156,29736
Pres_Poisson,p2_g4_l20,GreedyRecomputerMask0,797,180696,5132,6,175564,7.998921,350491,14822
Pres_Poisson,p2_g4_l20,GreedyRecomputerMask1,1071,180577,4992,6,175585,7.998921,350491,14822
Pres_Poisson,p2_g4_l20,GreedyRecomputerMask3,1603,180577,4992,6,175585,7.998921,350491,14822
Pres_Poisson,p2_g4_l20,GreedyRecomputerMask7,2519,180577,4992,6,175585,7.998921,350491,14822
Pres_Poisson,p2_g4_l20,GreedyRecomputerMask2,1449,180696,5132,6,175564,7.998921,350491,14822
Pres_Poisson,p2_g4_l20,GreedyRecomputerMask4,1830,180696,5132,6,175564,7.998921,350491,14822
Pres_Poisson,p2_g4_l20,GreedyBspHC,476,180822,5388,8,175434,7.998921,350491,14822
insurance.psdd,p2_g4_l20,GreedyRecomputerMask0,333,15481,8296,6,7185,2390.333333,30060,14342
insurance.psdd,p2_g4_l20,GreedyRecomputerMask1,1381,14177,6556,6,7621,2390.333333,30060,14342
insurance.psdd,p2_g4_l20,GreedyRecomputerMask3,1590,11873,1932,4,9941,2390.333333,30060,14342
insurance.psdd,p2_g4_l20,GreedyRecomputerMask7,1825,11867,1932,4,9935,2390.333333,30060,14342
insurance.psdd,p2_g4_l20,GreedyRecomputerMask2,494,11966,1996,4,9970,2390.333333,30060,14342
insurance.psdd,p2_g4_l20,GreedyRecomputerMask4,437,15481,8296,6,7185,2390.333333,30060,14342
insurance.psdd,p2_g4_l20,GreedyBspHC,238,15481,8296,6,7185,2390.333333,30060,14342
simple2.6.psdd,p2_g4_l20,GreedyRecomputerMask0,0,4,0,1,4,7.000000,3,7
simple2.6.psdd,p2_g4_l20,GreedyRecomputerMask1,0,4,0,1,4,7.000000,3,7
simple2.6.psdd,p2_g4_l20,GreedyRecomputerMask3,0,4,0,1,4,7.000000,3,7
simple2.6.psdd,p2_g4_l20,GreedyRecomputerMask7,0,4,0,1,4,7.000000,3,7
simple2.6.psdd,p2_g4_l20,GreedyRecomputerMask2,0,4,0,1,4,7.000000,3,7
simple2.6.psdd,p2_g4_l20,GreedyRecomputerMask4,0,4,0,1,4,7.000000,3,7
simple2.6.psdd,p2_g4_l20,GreedyBspHC,0,4,0,1,4,7.000000,3,7
bcsstk08,p2_g4_l20,GreedyRecomputerMask0,80,4712,1416,31,3296,13.948052,5943,1074
bcsstk08,p2_g4_l20,GreedyRecomputerMask1,89,4652,1316,31,3336,13.948052,5943,1074
bcsstk08,p2_g4_l20,GreedyRecomputerMask3,125,4428,872,16,3556,13.948052,5943,1074
bcsstk08,p2_g4_l20,GreedyRecomputerMask7,161,4438,908,17,3530,13.948052,5943,1074
bcsstk08,p2_g4_l20,GreedyRecomputerMask2,109,4475,972,17,3503,13.948052,5943,1074
bcsstk08,p2_g4_l20,GreedyRecomputerMask4,103,4712,1416,31,3296,13.948052,5943,1074
bcsstk08,p2_g4_l20,GreedyBspHC,69,4803,1524,33,3279,13.948052,5943,1074
instance_kNN_N50_K5_nzP0d16,p2_g4_l20,GreedyRecomputerMask0,67,3644,1500,7,2144,189.600000,3801,1896
instance_kNN_N50_K5_nzP0d16,p2_g4_l20,GreedyRecomputerMask1,86,3300,1024,7,2276,189.600000,3801,1896
instance_kNN_N50_K5_nzP0d16,p2_g4_l20,GreedyRecomputerMask3,114,3224,836,4,2388,189.600000,3801,1896
instance_kNN_N50_K5_nzP0d16,p2_g4_l20,GreedyRecomputerMask7,152,3224,836,4,2388,189.600000,3801,1896
instance_kNN_N50_K5_nzP0d16,p2_g4_l20,GreedyRecomputerMask2,101,3339,712,3,2627,189.600000,3801,1896
instance_kNN_N50_K5_nzP0d16,p2_g4_l20,GreedyRecomputerMask4,79,3644,1500,7,2144,189.600000,3801,1896
instance_kNN_N50_K5_nzP0d16,p2_g4_l20,GreedyBspHC,55,3644,1500,7,2144,189.600000,3801,1896
tmovie.psdd,p2_g4_l20,GreedyRecomputerMask0,4334,75867,31120,14,44747,2292.025641,274214,89389
tmovie.psdd,p2_g4_l20,GreedyRecomputerMask1,8906,73278,27668,14,45610,2292.025641,274214,89389
tmovie.psdd,p2_g4_l20,GreedyRecomputerMask3,12065,69958,19796,9,50162,2292.025641,274214,89389
tmovie.psdd,p2_g4_l20,GreedyRecomputerMask7,14346,69958,19796,9,50162,2292.025641,274214,89389
tmovie.psdd,p2_g4_l20,GreedyRecomputerMask2,6487,70963,21052,9,49911,2292.025641,274214,89389
tmovie.psdd,p2_g4_l20,GreedyRecomputerMask4,6185,75846,31096,13,44750,2292.025641,274214,89389
tmovie.psdd,p2_g4_l20,GreedyBspHC,3537,76402,31684,17,44718,2292.025641,274214,89389
instance_spmv_N150_nzP0d2,p2_g4_l20,GreedyRecomputerMask0,230,13532,4668,3,8864,4544.000000,13182,9088
instance_spmv_N150_nzP0d2,p2_g4_l20,GreedyRecomputerMask1,264,13287,4348,2,8939,4544.000000,13182,9088
instance_spmv_N150_nzP0d2,p2_g4_l20,GreedyRecomputerMask3,313,12185,0,1,12185,4544.000000,13182,9088
instance_spmv_N150_nzP0d2,p2_g4_l20,GreedyRecomputerMask7,384,12185,0,1,12185,4544.000000,13182,9088
instance_spmv_N150_nzP0d2,p2_g4_l20,GreedyRecomputerMask2,309,12185,0,1,12185,4544.000000,13182,9088
instance_spmv_N150_nzP0d2,p2_g4_l20,GreedyRecomputerMask4,283,13532,4668,3,8864,4544.000000,13182,9088
instance_spmv_N150_nzP0d2,p2_g4_l20,GreedyBspHC,174,13532,4668,3,8864,4544.000000,13182,9088
elevators.psdd,p2_g4_l20,GreedyRecomputerMask0,72,3508,1824,7,1684,416.375000,6892,3331
elevators.psdd,p2_g4_l20,GreedyRecomputerMask1,95,3305,1556,7,1749,416.375000,6892,3331
elevators.psdd,p2_g4_l20,GreedyRecomputerMask3,128,3029,84,2,2945,416.375000,6892,3331
elevators.psdd,p2_g4_l20,GreedyRecomputerMask7,153,3029,84,2,2945,416.375000,6892,3331
elevators.psdd,p2_g4_l20,GreedyRecomputerMask2,111,3030,84,2,2946,416.375000,6892,3331
elevators.psdd,p2_g4_l20,GreedyRecomputerMask4,94,3508,1824,7,1684,416.375000,6892,3331
elevators.psdd,p2_g4_l20,GreedyBspHC,52,3508,1824,7,1684,416.375000,6892,3331
instance_CG_N35_K8_nzP0d25,p2_g4_l20,GreedyRecomputerMask0,162,11032,4560,41,6472,56.800000,12153,5396
instance_CG_N35_K8_nzP0d25,p2_g4_l20,GreedyRecomputerMask1,205,10692,4060,41,6632,56.800000,12153,5396
instance_CG_N35_K8_nzP0d25,p2_g4_l20,GreedyRecomputerMask3,281,10492,3752,32,6740,56.800000,12153,5396
instance_CG_N35_K8_nzP0d25,p2_g4_l20,GreedyRecomputerMask7,380,10492,3752,32,6740,56.800000,12153,5396
instance_CG_N35_K8_nzP0d25,p2_g4_l20,GreedyRecomputerMask2,260,10563,3860,32,6703,56.800000,12153,5396
instance_CG_N35_K8_nzP0d25,p2_g4_l20,GreedyRecomputerMask4,198,11032,4560,41,6472,56.800000,12153,5396
instance_CG_N35_K8_nzP0d25,p2_g4_l20,GreedyBspHC,128,11108,4636,41,6472,56.800000,12153,5396
shallow_water1,p2_g4_l20,GreedyRecomputerMask0,1882,99024,37536,18,61488,80.709360,122880,81920
shallow_water1,p2_g4_l20,GreedyRecomputerMask1,20995,81921,17680,18,64241,80.709360,122880,81920
shallow_water1,p2_g4_l20,GreedyRecomputerMask3,22342,79013,11204,15,67809,80.709360,122880,81920
shallow_water1,p2_g4_l20,GreedyRecomputerMask7,24172,79013,11204,15,67809,80.709360,122880,81920
shallow_water1,p2_g4_l20,GreedyRecomputerMask2,3155,84858,9344,13,75514,80.709360,122880,81920
shallow_water1,p2_g4_l20,GreedyRecomputerMask4,3157,99024,37536,18,61488,80.709360,122880,81920
shallow_water1,p2_g4_l20,GreedyBspHC,1414,99030,37544,19,61486,80.709360,122880,81920
bcsstk15,p2_g4_l20,GreedyRecomputerMask0,141,31987,3308,31,28679,10.846154,56934,3948
bcsstk15,p2_g4_l20,GreedyRecomputerMask1,164,31975,3304,31,28671,10.846154,56934,3948
bcsstk15,p2_g4_l20,GreedyRecomputerMask3,271,31949,3260,28,28689,10.846154,56934,3948
bcsstk15,p2_g4_l20,GreedyRecomputerMask7,416,31949,3260,28,28689,10.846154,56934,3948
bcsstk15,p2_g4_l20,GreedyRecomputerMask2,267,31961,3264,28,28697,10.846154,56934,3948
bcsstk15,p2_g4_l20,GreedyRecomputerMask4,393,31965,3268,29,28697,10.846154,56934,3948
bcsstk15,p2_g4_l20,GreedyBspHC,68,32324,3660,32,28664,10.846154,56934,3948
accidents.psdd,p2_g4_l20,GreedyRecomputerMask0,823,31308,12544,9,18764,1561.916667,102111,37486
accidents.psdd,p2_g4_l20,GreedyRecomputerMask1,1532,30363,11284,9,19079,1561.916667,102111,37486
accidents.psdd,p2_g4_l20,GreedyRecomputerMask3,2262,28185,6196,7,21989,1561.916667,102111,37486
accidents.psdd,p2_g4_l20,GreedyRecomputerMask7,3050,28185,6196,7,21989,1561.916667,102111,37486
accidents.psdd,p2_g4_l20,GreedyRecomputerMask2,1570,28447,6524,7,21923,1561.916667,102111,37486
accidents.psdd,p2_g4_l20,GreedyRecomputerMask4,1494,31308,12544,9,18764,1561.916667,102111,37486
accidents.psdd,p2_g4_l20,GreedyBspHC,555,31468,12724,9,18744,1561.916667,102111,37486
msweb.psdd,p2_g4_l20,GreedyRecomputerMask0,344,14274,6376,10,7898,493.031250,38289,15777
msweb.psdd,p2_g4_l20,GreedyRecomputerMask1,800,13254,5016,10,8238,493.031250,38289,15777
msweb.psdd,p2_g4_l20,GreedyRecomputerMask3,1052,11962,2148,6,9814,493.031250,38289,15777
msweb.psdd,p2_g4_l20,GreedyRecomputerMask7,1332,11962,2148,6,9814,493.031250,38289,15777
msweb.psdd,p2_g4_l20,GreedyRecomputerMask2,614,12139,2360,6,9779,493.031250,38289,15777
msweb.psdd,p2_g4_l20,GreedyRecomputerMask4,903,14265,6352,9,7913,493.031250,38289,15777
msweb.psdd,p2_g4_l20,GreedyBspHC,241,14277,6380,10,7897,493.031250,38289,15777
instance_exp_N30_K6_nzP0d15,p2_g4_l20,GreedyRecomputerMask0,23,2171,944,9,1227,90.416667,2268,1085
instance_exp_N30_K6_nzP0d15,p2_g4_l20,GreedyRecomputerMask1,30,1980,692,9,1288,90.416667,2268,1085
instance_exp_N30_K6_nzP0d15,p2_g4_l20,GreedyRecomputerMask3,46,1915,492,6,1423,90.416667,2268,1085
instance_exp_N30_K6_nzP0d15,p2_g4_l20,GreedyRecomputerMask7,63,1915,492,6,1423,90.416667,2268,1085
instance_exp_N30_K6_nzP0d15,p2_g4_l20,GreedyRecomputerMask2,41,1933,528,6,1405,90.416667,2268,1085
instance_exp_N30_K6_nzP0d15,p2_g4_l20,GreedyRecomputerMask4,29,2171,944,9,1227,90.416667,2268,1085
instance_exp_N30_K6_nzP0d15,p2_g4_l20,GreedyBspHC,16,2171,944,9,1227,90.416667,2268,1085
nltcs.clt.psdd,p2_g4_l20,GreedyRecomputerMask0,1,199,160,5,39,9.500000,92,76
nltcs.clt.psdd,p2_g4_l20,GreedyRecomputerMask1,2,134,80,4,54,9.500000,92,76
nltcs.clt.psdd,p2_g4_l20,GreedyRecomputerMask3,2,68,0,1,68,9.500000,92,76
nltcs.clt.psdd,p2_g4_l20,GreedyRecomputerMask7,3,68,0,1,68,9.500000,92,76
nltcs.clt.psdd,p2_g4_l20,GreedyRecomputerMask2,2,68,0,1,68,9.500000,92,76
nltcs.clt.psdd,p2_g4_l20,GreedyRecomputerMask4,2,178,136,4,42,9.500000,92,76
nltcs.clt.psdd,p2_g4_l20,GreedyBspHC,1,199,160,5,39,9.500000,92,76
instance_kNN_N60_K15_nzP0d15,p2_g4_l20,GreedyRecomputerMask0,203,19048,7380,17,11668,299.933333,22722,8998
instance_kNN_N60_K15_nzP0d15,p2_g4_l20,GreedyRecomputerMask1,325,18260,6328,17,11932,299.933333,22722,8998
instance_kNN_N60_K15_nzP0d15,p2_g4_l20,GreedyRecomputerMask3,472,18157,5692,13,12465,299.933333,22722,8998
instance_kNN_N60_K15_nzP0d15,p2_g4_l20,GreedyRecomputerMask7,641,18157,5692,13,12465,299.933333,22722,8998
instance_kNN_N60_K15_nzP0d15,p2_g4_l20,GreedyRecomputerMask2,385,18261,5824,13,12437,299.933333,22722,8998
instance_kNN_N60_K15_nzP0d15,p2_g4_l20,GreedyRecomputerMask4,357,19048,7380,17,11668,299.933333,22722,8998
instance_kNN_N60_K15_nzP0d15,p2_g4_l20,GreedyBspHC,133,19058,7392,17,11666,299.933333,22722,8998
mnist.psdd,p2_g4_l20,GreedyRecomputerMask0,96,5105,2652,8,2453,490.400000,5916,4904
mnist.psdd,p2_g4_l20,GreedyRecomputerMask1,321,4308,1588,8,2720,490.400000,5916,4904
mnist.psdd,p2_g4_l20,GreedyRecomputerMask3,377,4252,1044,5,3208,490.400000,5916,4904
mnist.psdd,p2_g4_l20,GreedyRecomputerMask7,447,4252,1044,5,3208,490.400000,5916,4904
mnist.psdd,p2_g4_l20,GreedyRecomputerMask2,138,4303,1088,5,3215,490.400000,5916,4904
mnist.psdd,p2_g4_l20,GreedyRecomputerMask4,199,5089,2632,7,2457,490.400000,5916,4904
mnist.psdd,p2_g4_l20,GreedyBspHC,71,5105,2652,8,2453,490.400000,5916,4904
nd3k,p2_g4_l20,GreedyRecomputerMask0,6826,917320,16916,50,900404,2.368421,1635345,9000
nd3k,p2_g4_l20,GreedyRecomputerMask1,8723,917000,16596,50,900404,2.368421,1635345,9000
nd3k,p2_g4_l20,GreedyRecomputerMask3,21753,916418,16008,46,900410,2.368421,1635345,9000
nd3k,p2_g4_l20,GreedyRecomputerMask7,33547,916418,16008,46,900410,2.368421,1635345,9000
nd3k,p2_g4_l20,GreedyRecomputerMask2,12560,916841,16428,46,900413,2.368421,1635345,9000
nd3k,p2_g4_l20,GreedyRecomputerMask4,13226,917264,16860,50,900404,2.368421,1635345,9000
nd3k,p2_g4_l20,GreedyBspHC,2893,920868,20464,57,900404,2.368421,1635345,9000
bcsstk28,p2_g4_l20,GreedyRecomputerMask0,394,60003,4212,52,55791,4.809160,107307,4410
bcsstk28,p2_g4_l20,GreedyRecomputerMask1,476,59978,4188,52,55790,4.809160,107307,4410
bcsstk28,p2_g4_l20,GreedyRecomputerMask3,711,59870,4080,48,55790,4.809160,107307,4410
bcsstk28,p2_g4_l20,GreedyRecomputerMask7,1064,59870,4080,48,55790,4.809160,107307,4410
bcsstk28,p2_g4_l20,GreedyRecomputerMask2,702,59878,4084,48,55794,4.809160,107307,4410
bcsstk28,p2_g4_l20,GreedyRecomputerMask4,817,59938,4144,51,55794,4.809160,107307,4410
bcsstk28,p2_g4_l20,GreedyBspHC,267,60551,4764,60,55787,4.809160,107307,4410
instance_CG_N25_K17_nzP0d15,p2_g4_l20,GreedyRecomputerMask0,148,11658,5116,86,6542,27.871921,12072,5658
instance_CG_N25_K17_nzP0d15,p2_g4_l20,GreedyRecomputerMask1,168,11387,4648,86,6739,27.871921,12072,5658
instance_CG_N25_K17_nzP0d15,p2_g4_l20,GreedyRecomputerMask3,259,10662,3884,57,6778,27.871921,12072,5658
instance_CG_N25_K17_nzP0d15,p2_g4_l20,GreedyRecomputerMask7,360,10662,3884,57,6778,27.871921,12072,5658
instance_CG_N25_K17_nzP0d15,p2_g4_l20,GreedyRecomputerMask2,251,11084,4368,57,6716,27.871921,12072,5658
instance_CG_N25_K17_nzP0d15,p2_g4_l20,GreedyRecomputerMask4,228,11482,4940,75,6542,27.871921,12072,5658
instance_CG_N25_K17_nzP0d15,p2_g4_l20,GreedyBspHC,116,11813,5276,87,6537,27.871921,12072,5658
instance_kNN_N75_K9_nzP0d15,p2_g4_l20,GreedyRecomputerMask0,175,16133,6528,10,9605,419.444444,18231,7550
instance_kNN_N75_K9_nzP0d15,p2_g4_l20,GreedyRecomputerMask1,408,14942,4892,10,10050,419.444444,18231,7550
instance_kNN_N75_K9_nzP0d15,p2_g4_l20,GreedyRecomputerMask3,435,14754,4272,7,10482,419.444444,18231,7550
instance_kNN_N75_K9_nzP0d15,p2_g4_l20,GreedyRecomputerMask7,535,14754,4272,7,10482,419.444444,18231,7550
instance_kNN_N75_K9_nzP0d15,p2_g4_l20,GreedyRecomputerMask2,328,14964,4584,7,10380,419.444444,18231,7550
instance_kNN_N75_K9_nzP0d15,p2_g4_l20,GreedyRecomputerMask4,308,16133,6528,10,9605,419.444444,18231,7550
instance_kNN_N75_K9_nzP0d15,p2_g4_l20,GreedyBspHC,119,16161,6568,10,9593,419.444444,18231,7550
instance_CG_N30_K24_nzP0d15,p2_g4_l20,GreedyRecomputerMask0,191,20186,8432,122,11754,34.637631,21754,9941
instance_CG_N30_K24_nzP0d15,p2_g4_l20,GreedyRecomputerMask1,245,20048,8232,122,11816,34.637631,21754,9941
instance_CG_N30_K24_nzP0d15,p2_g4_l20,GreedyRecomputerMask3,388,18982,7040,81,11942,34.637631,21754,9941
instance_CG_N30_K24_nzP0d15,p2_g4_l20,GreedyRecomputerMask7,579,18982,7040,81,11942,34.637631,21754,9941
instance_CG_N30_K24_nzP0d15,p2_g4_l20,GreedyRecomputerMask2,375,19246,7400,81,11846,34.637631,21754,9941
instance_CG_N30_K24_nzP0d15,p2_g4_l20,GreedyRecomputerMask4,420,19826,8072,104,11754,34.637631,21754,9941
instance_CG_N30_K24_nzP0d15,p2_g4_l20,GreedyBspHC,133,20357,8616,122,11741,34.637631,21754,9941
instance_kNN_N40_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask0,25,2062,924,6,1138,107.300000,2007,1073
instance_kNN_N40_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask1,36,1798,556,6,1242,107.300000,2007,1073
instance_kNN_N40_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask3,50,1757,440,4,1317,107.300000,2007,1073
instance_kNN_N40_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask7,68,1757,440,4,1317,107.300000,2007,1073
instance_kNN_N40_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask2,37,1819,400,3,1419,107.300000,2007,1073
instance_kNN_N40_K5_nzP0d15,p2_g4_l20,GreedyRecomputerMask4,32,2062,924,6,1138,107.300000,2007,1073
instance_kNN_N40_K5_nzP0d15,p2_g4_l20,GreedyBspHC,19,2062,924,6,1138,107.300000,2007,1073
instance_CG_N60_K55_nzP0d12,p2_g4_l20,GreedyRecomputerMask0,1809,106825,39404,276,67421,82.433991,127658,54324
instance_CG_N60_K55_nzP0d12,p2_g4_l20,GreedyRecomputerMask1,2229,105725,37600,276,68125,82.433991,127658,54324
instance_CG_N60_K55_nzP0d12,p2_g4_l20,GreedyRecomputerMask3,3071,104576,36432,228,68144,82.433991,127658,54324
instance_CG_N60_K55_nzP0d12,p2_g4_l20,GreedyRecomputerMask7,4217,104576,36432,228,68144,82.433991,127658,54324
instance_CG_N60_K55_nzP0d12,p2_g4_l20,GreedyRecomputerMask2,2911,105132,37220,226,67912,82.433991,127658,54324
instance_CG_N60_K55_nzP0d12,p2_g4_l20,GreedyRecomputerMask4,3237,106033,38612,243,67421,82.433991,127658,54324
instance_CG_N60_K55_nzP0d12,p2_g4_l20,GreedyBspHC,1434,107800,40404,277,67396,82.433991,127658,54324
s3rmt3m3,p2_g4_l20,GreedyRecomputerMask0,162,52599,1412,23,51187,4.654214,101169,5357
s3rmt3m3,p2_g4_l20,GreedyRecomputerMask1,199,52599,1536,23,51063,4.654214,101169,5357
s3rmt3m3,p2_g4_l20,GreedyRecomputerMask3,330,52599,1536,23,51063,4.654214,101169,5357
s3rmt3m3,p2_g4_l20,GreedyRecomputerMask7,585,52599,1536,23,51063,4.654214,101169,5357
s3rmt3m3,p2_g4_l20,GreedyRecomputerMask2,323,52599,1412,23,51187,4.654214,101169,5357
s3rmt3m3,p2_g4_l20,GreedyRecomputerMask4,450,52599,1412,23,51187,4.654214,101169,5357
s3rmt3m3,p2_g4_l20,GreedyBspHC,89,52639,1672,23,50967,4.654214,101169,5357
